PICTURE,TITLE,PRICE,RAITING,PHONE,LINK,POSTAL_CODE,ADRESS,VILLE
,Mercedes-Benz GLK 320 CDI 4Matic + Sommer und Winterreifen,11 500 € (TTC),,+49 (0)1522 2806424,"https://www.automobile.fr/Voiture/Mercedes-Benz-GLK-320-CDI-4Matic-Sommer-und/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/272538277.html",, ,
,"Volkswagen Tiguan 2.0 TDi Sport & Style CUP *0,99 %",17 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Tiguan-2.0-TDi-Sport-Style-CUP/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/271840201.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Mercedes-Benz E-Klasse Lim. E 320,2.Hand,96tkm,Aut.,Vollleder",7 930 € (TTC),5,+49 (0)381 2605425845,"https://www.automobile.fr/Voiture/Mercedes-Benz-E-Klasse-Lim.-E/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/272538278.html",,Dierkower Damm 38A DE-18146 Rostock Allemagne,
,Chevrolet Lacetti SE mit KLIMA,2 990 € (TTC),4.3,+49 (0)351 8967289854,"https://www.automobile.fr/Voiture/Chevrolet-Lacetti-SE-mit-KLIMA/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/272538273.html",,Fröbelstrasse 24 DE-01159 Dresden Allemagne,
,"Volkswagen Tiguan 1.4 TSi ACT Comfortline *225,-€",29 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Tiguan-1.4-TSi-ACT-Comfortline/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/260590657.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Hyundai i30  1,4 Turbo cw   ""PREMIUM""",24 990 € (TTC),4.7,+49 (0)9421 600912563,"https://www.automobile.fr/Voiture/Hyundai-i30-1,4-Turbo-cw-PREMIUM/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/272538274.html",,Dresdner Strasse 9 DE-94315 Straubing Allemagne,
,"Volkswagen Tiguan 2.0 TDi BMT Sport & Style *0,99%",15 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Tiguan-2.0-TDi-BMT-Sport-Style/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/270066695.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Mercedes-Benz E 200 d 9G+AMG+AVANTGARDE+Standh.+WIDESCREEN+uvm,39 989 € (TTC),4.9,+49 (0)9771 906404932,"https://www.automobile.fr/Voiture/Mercedes-Benz-E-200-d-9G-AMG-AVANTGARDE/vhc:car,pgn:72,pgs:10,dmg:false/pg:vipcar/272538275.html",,Rudolf-Diesel-Ring 7 DE-97616 Bad Neustadt Allemagne,
,"BMW 530d Sport-Aut.xDrive Tou M-Sportpaket,Head-Up",22 890 € (TTC),4.4,+49 (0)8191 331887988,"https://www.automobile.fr/Voiture/BMW-530d-Sport-Aut.xDrive-Tou-M/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/272538276.html",,Am Penzinger Feld 1 DE-86899 Landsberg am Lech Allemagne,
,Mercedes-Benz GLK 320 CDI 4Matic + Sommer und Winterreifen,11 500 € (TTC),,+49 (0)1522 2806424,"https://www.automobile.fr/Voiture/Mercedes-Benz-GLK-320-CDI-4Matic-Sommer-und/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/272538277.html",, ,
,"Volkswagen Tiguan 2.0 TDi Sport & Style CUP *0,99 %",17 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Tiguan-2.0-TDi-Sport-Style-CUP/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/271840201.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Mercedes-Benz E-Klasse Lim. E 320,2.Hand,96tkm,Aut.,Vollleder",7 930 € (TTC),5,+49 (0)381 2605425845,"https://www.automobile.fr/Voiture/Mercedes-Benz-E-Klasse-Lim.-E/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/272538278.html",,Dierkower Damm 38A DE-18146 Rostock Allemagne,
,Volkswagen Touareg V6 3.0 TDi Executive Edition,45 735 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Touareg-V6-3.0-TDi-Executive/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/271452139.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Tiguan 1.4 TSi ACT Comfortline *225,-€",29 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Tiguan-1.4-TSi-ACT-Comfortline/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/260590657.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Hyundai i30  1,4 Turbo cw   ""PREMIUM""",24 990 € (TTC),4.7,+49 (0)9421 600912563,"https://www.automobile.fr/Voiture/Hyundai-i30-1,4-Turbo-cw-PREMIUM/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/272538274.html",,Dresdner Strasse 9 DE-94315 Straubing Allemagne,
,"Volkswagen Tiguan 2.0 TDi BMT Sport & Style *0,99%",15 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Tiguan-2.0-TDi-BMT-Sport-Style/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/270066695.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Mercedes-Benz E 200 d 9G+AMG+AVANTGARDE+Standh.+WIDESCREEN+uvm,39 989 € (TTC),4.9,+49 (0)9771 906404932,"https://www.automobile.fr/Voiture/Mercedes-Benz-E-200-d-9G-AMG-AVANTGARDE/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/272538275.html",,Rudolf-Diesel-Ring 7 DE-97616 Bad Neustadt Allemagne,
,Audi A4 Avant 2.0TDI UMWELTPRÄMIE VIRTUAL COCKPIT,31 490 € (TTC),4.8,+49 (0)2525 959003234,"https://www.automobile.fr/Voiture/Audi-A4-Avant-2.0TDI-UMWELTPR%C3%84MIE-VIRTUAL/vhc:car,pgn:73,pgs:10,dmg:false/pg:vipcar/272288444.html",,Hauptstrasse 190 DE-59269 Neubeckum Allemagne,
,Hyundai i40,11 290 € (TTC),,+49 (0)175 5977511,"https://www.automobile.fr/Voiture/Hyundai-i40/vhc:car,pgn:74,pgs:10,dmg:false/pg:vipcar/272538285.html",,Andreas Stecher DE-94557 Niederalteich Allemagne,
,Volkswagen Volkswagen Golf 6 GTD 2.0 TDI,9 250 € (TTC),,+49 (0)162 4135407,"https://www.automobile.fr/Voiture/Volkswagen-Volkswagen-Golf-6-GTD-2.0-TDI/vhc:car,pgn:74,pgs:10,dmg:false/pg:vipcar/272538286.html",, ,
,Ford Biete hier einen sehr gepflegten Ford Tran...,2 250 € (TTC),,+49 (0)176 59741438,"https://www.automobile.fr/Voiture/Ford-Biete-hier-einen-sehr-gepflegten-Ford/vhc:car,pgn:74,pgs:10,dmg:false/pg:vipcar/272538287.html",, ,
,"Volkswagen Touran*Cross*1,4 TSI*1.Hand*Navi*Xenon*PDC*TOP*",6 990 € (TTC),4.3,+49 (0)176 61365340,"https://www.automobile.fr/Voiture/Volkswagen-Touran-Cross-1,4-TSI-1.Hand-Navi/vhc:car,pgn:74,pgs:10,dmg:false/pg:vipcar/272538288.html",,Lenkersheimer Straße 19 DE-90431 Nürnberg Allemagne,
,BMW 320d Edition Lifestyle,3 190 € (TTC),,+49 (0)177 9163987,"https://www.automobile.fr/Voiture/BMW-320d-Edition-Lifestyle/vhc:car,pgn:74,pgs:10,dmg:false/pg:vipcar/272538281.html",,Ahmet Dogaray DE-46145 Oberhausen Allemagne,
,Volkswagen Golf VII Variant Trendline 4Motion BMT,7 850 € (TTC),4.8,+49 (0)341 9899573930,"https://www.automobile.fr/Voiture/Volkswagen-Golf-VII-Variant-Trendline-4Motion/vhc:car,pgn:74,pgs:10,dmg:false/pg:vipcar/272538282.html",,Ludwig-Hupfeld-Str. 1a DE-04179 Leipzig Allemagne,
,"Volkswagen Touran 1.6 TDi DSG Comfortline *159,- EUR",21 735 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Touran-1.6-TDi-DSG-Comfortline/vhc:car,pgn:74,pgs:10,dmg:false/pg:vipcar/260442176.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Seat Ibiza 1.0 TSi Beats Navi Kamera Sitzheizung,19 985 € (TTC),2,+49 (0)4105 14240,"https://www.automobile.fr/Voiture/Seat-Ibiza-1.0-TSi-Beats-Navi-Kamera/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538289.html",,Glüsinger Straße 82 DE-21217 Seevetal Allemagne,
,Skoda Octavia RS BJ2016,24 000 € (TTC),,+49 (0)163 7118162,"https://www.automobile.fr/Voiture/Skoda-Octavia-RS-BJ2016/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538290.html",, ,
,Volkswagen Vw Pasat 1.9  TDI  131 ps Ez.12. 2004 Auto...,1 650 € (TTC),,+49 (0)1525 7350704,"https://www.automobile.fr/Voiture/Volkswagen-Vw-Pasat-1.9-TDI-131-ps-Ez.12./vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538293.html",, ,
,"Volkswagen up! move up! ASG *89,-€",12 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-up-move-up-ASG-89,/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/270799152.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Kia kia stonic,18 300 € (TTC),,+49 (0)1517 0119532,"https://www.automobile.fr/Voiture/Kia-kia-stonic/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538294.html",, ,
,Hyundai i40,11 290 € (TTC),,+49 (0)175 5977511,"https://www.automobile.fr/Voiture/Hyundai-i40/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538285.html",,Andreas Stecher DE-94557 Niederalteich Allemagne,
,Volkswagen Volkswagen Golf 6 GTD 2.0 TDI,9 250 € (TTC),,+49 (0)162 4135407,"https://www.automobile.fr/Voiture/Volkswagen-Volkswagen-Golf-6-GTD-2.0-TDI/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538286.html",, ,
,Ford Biete hier einen sehr gepflegten Ford Tran...,2 250 € (TTC),,+49 (0)176 59741438,"https://www.automobile.fr/Voiture/Ford-Biete-hier-einen-sehr-gepflegten-Ford/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538287.html",, ,
,"Volkswagen Touran*Cross*1,4 TSI*1.Hand*Navi*Xenon*PDC*TOP*",6 990 € (TTC),4.3,+49 (0)176 61365340,"https://www.automobile.fr/Voiture/Volkswagen-Touran-Cross-1,4-TSI-1.Hand-Navi/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/272538288.html",,Lenkersheimer Straße 19 DE-90431 Nürnberg Allemagne,
,Volkswagen up! move up!,13 390 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-up-move-up/vhc:car,pgn:75,pgs:10,dmg:false/pg:vipcar/269072195.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Audi A5 Sportback 2.0 TDI ALCANTARA+NAVI MMI DVD+PDC,12 500 € (TTC),4.6,+49 (0)2202 2516012,"https://www.automobile.fr/Voiture/Audi-A5-Sportback-2.0-TDI-ALCANTARA-NAVI-MMI/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/272538301.html",,Kempenerstr.38 DE-51469 Bergisch Gladbach Allemagne,
,Skoda Octavia RS BJ2016,24 000 € (TTC),,+49 (0)163 7118162,"https://www.automobile.fr/Voiture/Skoda-Octavia-RS-BJ2016/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/272538290.html",, ,
,Volkswagen Vw Pasat 1.9  TDI  131 ps Ez.12. 2004 Auto...,1 650 € (TTC),,+49 (0)1525 7350704,"https://www.automobile.fr/Voiture/Volkswagen-Vw-Pasat-1.9-TDI-131-ps-Ez.12./vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/272538293.html",, ,
,"Volkswagen up! move up! ASG *89,-€",12 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-up-move-up-ASG-89,/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/270799152.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Kia kia stonic,18 300 € (TTC),,+49 (0)1517 0119532,"https://www.automobile.fr/Voiture/Kia-kia-stonic/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/272538294.html",, ,
,Renault Megane 1.5 dCi Grandtour.Euro 5.Klimaautomatik.,6 500 € (TTC),4.7,+49 (0)4442 888989170,"https://www.automobile.fr/Voiture/Renault-Megane-1.5-dCi-Grandtour.Euro/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/272538298.html",,Vechtaer Straße 52 DE-49393 Lohne Allemagne,
,BMW X1 sDrive20d M Sportpaket PDC Klima,12 860 € (TTC),4.4,+49 (0)6341 94840,"https://www.automobile.fr/Voiture/BMW-X1-sDrive20d-M-Sportpaket-PDC-Klima/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/272538299.html",,Am Schänzel 6 DE-76829 Landau Allemagne,
,Rolls-Royce Wraith,214 200 € (TTC),4.1,+49 (0)177 6986986,"https://www.automobile.fr/Voiture/Rolls-Royce-Wraith/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/272538300.html",,Industriestraße 44 DE-59192 Bergkamen Allemagne,
,Toyota Corolla 1.4 D-4D Edition / Compact,3 350 € (TTC),,+49 (0)7274 7030986,"https://www.automobile.fr/Voiture/Toyota-Corolla-1.4-D-4D-Edition-Compact/vhc:car,pgn:76,pgs:10,dmg:false/pg:vipcar/269084803.html",,Zur Wörth Spitze 2 a DE-76726 Germersheim Allemagne,
,Audi Q8 50 TDI quattro Tiptronic  *VOLLAUSSTATTUNG*,95 988 € (TTC),3,+43 664 1497901,"https://www.automobile.fr/Voiture/Audi-Q8-50-TDI-quattro-Tiptronic/vhc:car,pgn:77,pgs:10,dmg:false/pg:vipcar/272538313.html",,Kärntnerstrasse 109 AT-8053 Graz Autriche,
,Chevrolet HHR 2.4 LT,5 900 € (TTC),4.4,+49 (0)3631 658978256,"https://www.automobile.fr/Voiture/Chevrolet-HHR-2.4-LT/vhc:car,pgn:77,pgs:10,dmg:false/pg:vipcar/272538318.html",,Strohmühlenweg 1 A DE-99734 Nordhausen Allemagne,
,Mazda Mazda 6 Kombilimusine 2.0 2006,2 200 € (TTC),,+49 (0)491 634474034,"https://www.automobile.fr/Voiture/Mazda-Mazda-6-Kombilimusine-2.0-2006/vhc:car,pgn:77,pgs:10,dmg:false/pg:vipcar/272538310.html",, ,
,Volvo V 40 Kombi 1.8 16V,590 € (TTC),,+49 (0)7274 7030986,"https://www.automobile.fr/Voiture/Volvo-V-40-Kombi-1.8-16V/vhc:car,pgn:77,pgs:10,dmg:false/pg:vipcar/271242652.html",,Zur Wörth Spitze 2 a DE-76726 Germersheim Allemagne,
,Audi A4 Avant Ambition 2.0 TDI multitr. XENON NAVI,15 850 € (TTC),4.5,+49 (0)30 20169069,"https://www.automobile.fr/Voiture/Audi-A4-Avant-Ambition-2.0-TDI-multitr.-XENON/vhc:car,pgn:77,pgs:10,dmg:false/pg:vipcar/272538311.html",,Rudower Chaussee 47 DE-12489 Berlin Allemagne,
,Audi Audi a6 2.7 tdi TÜV neu 2020 Tauschen möglich,5 000 € (TTC),,00000,"https://www.automobile.fr/Voiture/Audi-Audi-a6-2.7-tdi-T%C3%9CV-neu-2020-Tauschen/vhc:car,pgn:77,pgs:10,dmg:false/pg:vipcar/272538312.html",, ,
,Volkswagen Käfer Cabrio 1303 blau metallic 25 kafer cabrio,21 500 € (TTC),5,+49 (0)5922 5808171,"https://www.automobile.fr/Voiture/Volkswagen-K%C3%A4fer-Cabrio-1303-blau-metallic-25/vhc:car,pgn:77,pgs:10,dmg:false/pg:vipcar/238293018.html",,nur nach telefonische anmeldung DE-48455 Bad Bentheim Allemagne,
,Volkswagen Käfer Cabrio 1303 blau metallic 25 kafer cabrio,21 500 € (TTC),5,+49 (0)5922 5808171,"https://www.automobile.fr/Voiture/Volkswagen-K%C3%A4fer-Cabrio-1303-blau-metallic-25/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/238293018.html",,nur nach telefonische anmeldung DE-48455 Bad Bentheim Allemagne,
,Audi Q8 50 TDI quattro Tiptronic  *VOLLAUSSTATTUNG*,95 988 € (TTC),3,+43 664 1497901,"https://www.automobile.fr/Voiture/Audi-Q8-50-TDI-quattro-Tiptronic/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/272538313.html",,Kärntnerstrasse 109 AT-8053 Graz Autriche,
,"Opel Opel Corsa (Wenig Km) 1,2 Ltr",850 € (TTC),,+49 (0)172 7706424,"https://www.automobile.fr/Voiture/Opel-Opel-Corsa-Wenig-Km-1,2-Ltr/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/272538306.html",, ,
,Toyota Verso-S Club,9 999 € (TTC),4.3,+49 (0)371 2435251599,"https://www.automobile.fr/Voiture/Toyota-Verso-S-Club/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/272538307.html",,Hofer Str. 3 DE-09224 Chemnitz/Mittelbach Allemagne,
,Opel Opel Corsa D Limited Edition,3 500 € (TTC),,+49 (0)160 8163328,"https://www.automobile.fr/Voiture/Opel-Opel-Corsa-D-Limited-Edition/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/272538308.html",, ,
,Mazda Mazda 6 Kombilimusine 2.0 2006,2 200 € (TTC),,+49 (0)491 634474034,"https://www.automobile.fr/Voiture/Mazda-Mazda-6-Kombilimusine-2.0-2006/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/272538310.html",, ,
,Volvo V 40 Kombi 1.8 16V,590 € (TTC),,+49 (0)7274 7030986,"https://www.automobile.fr/Voiture/Volvo-V-40-Kombi-1.8-16V/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/271242652.html",,Zur Wörth Spitze 2 a DE-76726 Germersheim Allemagne,
,Audi A4 Avant Ambition 2.0 TDI multitr. XENON NAVI,15 850 € (TTC),4.5,+49 (0)30 20169069,"https://www.automobile.fr/Voiture/Audi-A4-Avant-Ambition-2.0-TDI-multitr.-XENON/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/272538311.html",,Rudower Chaussee 47 DE-12489 Berlin Allemagne,
,Audi Audi a6 2.7 tdi TÜV neu 2020 Tauschen möglich,5 000 € (TTC),,00000,"https://www.automobile.fr/Voiture/Audi-Audi-a6-2.7-tdi-T%C3%9CV-neu-2020-Tauschen/vhc:car,pgn:78,pgs:10,dmg:false/pg:vipcar/272538312.html",, ,
,Toyota RAV 4,2 500 € (TTC),,+49 (0)178 2572113,"https://www.automobile.fr/Voiture/Toyota-RAV-4/vhc:car,pgn:79,pgs:10,dmg:false/pg:vipcar/272538321.html",,Uto Knapp DE-99444 Blankenhain Allemagne,
,Audi Audi a6 2.7 tdi TÜV neu 2020 Tauschen möglich,5 000 € (TTC),,00000,"https://www.automobile.fr/Voiture/Audi-Audi-a6-2.7-tdi-T%C3%9CV-neu-2020-Tauschen/vhc:car,pgn:79,pgs:10,dmg:false/pg:vipcar/272538312.html",, ,
,Volkswagen Käfer Cabrio 1303 blau metallic 25 kafer cabrio,21 500 € (TTC),5,+49 (0)5922 5808171,"https://www.automobile.fr/Voiture/Volkswagen-K%C3%A4fer-Cabrio-1303-blau-metallic-25/vhc:car,pgn:79,pgs:10,dmg:false/pg:vipcar/238293018.html",,nur nach telefonische anmeldung DE-48455 Bad Bentheim Allemagne,
,Audi Q8 50 TDI quattro Tiptronic  *VOLLAUSSTATTUNG*,95 988 € (TTC),3,+43 664 1497901,"https://www.automobile.fr/Voiture/Audi-Q8-50-TDI-quattro-Tiptronic/vhc:car,pgn:79,pgs:10,dmg:false/pg:vipcar/272538313.html",,Kärntnerstrasse 109 AT-8053 Graz Autriche,
,Chevrolet HHR 2.4 LT,5 900 € (TTC),4.4,+49 (0)3631 658978256,"https://www.automobile.fr/Voiture/Chevrolet-HHR-2.4-LT/vhc:car,pgn:79,pgs:10,dmg:false/pg:vipcar/272538318.html",,Strohmühlenweg 1 A DE-99734 Nordhausen Allemagne,
,Hyundai i40 cw 5 Star Edition*Top Gepflegt*,8 450 € (TTC),4.9,+49 (0)4934 245984299,"https://www.automobile.fr/Voiture/Hyundai-i40-cw-5-Star-Edition-Top-Gepflegt/vhc:car,pgn:79,pgs:10,dmg:false/pg:vipcar/272538319.html",,Hanse strasse 21 DE-26529 Upgant- Schott Allemagne,
,BMW 318d DPF *1.HAND*EURO5*TÜV 2020*AHK*,9 890 € (TTC),4.9,+49 (0)173 4644644,"https://www.automobile.fr/Voiture/BMW-318d-DPF-1.HAND-EURO5-T%C3%9CV-2020-AHK/vhc:car,pgn:79,pgs:10,dmg:false/pg:vipcar/267584893.html",,Blumenstr. 42 DE-72355 Schömberg Allemagne,
,"Skoda Superb Combi Style 4x4 Panorama,AHK",18 190 € (TTC),4.7,+49 (0)9664 9539281,"https://www.automobile.fr/Voiture/Skoda-Superb-Combi-Style-4x4-Panorama,AHK/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272068505.html",,Im Gewerbegebiet 16A DE-92256 Hahnbach Allemagne,
,Toyota RAV 4,2 500 € (TTC),,+49 (0)178 2572113,"https://www.automobile.fr/Voiture/Toyota-RAV-4/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538321.html",,Uto Knapp DE-99444 Blankenhain Allemagne,
,Renault Clio ENERGY TCe 90 Intens NAVI SHZ PDC,18 990 € (TTC),4.7,+49 (0)37206 85965,"https://www.automobile.fr/Voiture/Renault-Clio-ENERGY-TCe-90-Intens-NAVI-SHZ/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538322.html",,An der Feuerwache  2 DE-09669 Frankenberg Allemagne,
,Volkswagen Passat 1.8 5V Turbo *Tausche Oder Verkaufe*,2 400 € (TTC),,+49 (0)1522 6759167,"https://www.automobile.fr/Voiture/Volkswagen-Passat-1.8-5V-Turbo-Tausche-Oder/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538324.html",, ,
,Land Rover Range Rover Evoque Pure,23 800 € (TTC),4.7,+49 (0)89 7900491,"https://www.automobile.fr/Voiture/Land-Rover-Range-Rover-Evoque-Pure/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538325.html",,Südliche Münchner Str. 66 DE-82031 Grünwald Allemagne,
,Kia Kia Carnival Ex 2006 Getriebeöl-leitung de...,600 € (TTC),,+49 (0)174 6091034,"https://www.automobile.fr/Voiture/Kia-Kia-Carnival-Ex-2006-Getriebe%C3%B6l-leitung/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538326.html",, ,
,Opel Astra H Lim. Edition,2 980 € (TTC),4.3,+49 (0)176 83160926,"https://www.automobile.fr/Voiture/Opel-Astra-H-Lim.-Edition/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538327.html",,Äußere Passauer Str 20 DE-94315 Straubing Allemagne,
,Chevrolet HHR 2.4 LT,5 900 € (TTC),4.4,+49 (0)3631 658978256,"https://www.automobile.fr/Voiture/Chevrolet-HHR-2.4-LT/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538318.html",,Strohmühlenweg 1 A DE-99734 Nordhausen Allemagne,
,Hyundai i40 cw 5 Star Edition*Top Gepflegt*,8 450 € (TTC),4.9,+49 (0)4934 245984299,"https://www.automobile.fr/Voiture/Hyundai-i40-cw-5-Star-Edition-Top-Gepflegt/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/272538319.html",,Hanse strasse 21 DE-26529 Upgant- Schott Allemagne,
,BMW 318d DPF *1.HAND*EURO5*TÜV 2020*AHK*,9 890 € (TTC),4.9,+49 (0)173 4644644,"https://www.automobile.fr/Voiture/BMW-318d-DPF-1.HAND-EURO5-T%C3%9CV-2020-AHK/vhc:car,pgn:80,pgs:10,dmg:false/pg:vipcar/267584893.html",,Blumenstr. 42 DE-72355 Schömberg Allemagne,
,Volkswagen Verkaufe meinen top.wagen,1 699 € (TTC),,+49 (0)176 72803660,"https://www.automobile.fr/Voiture/Volkswagen-Verkaufe-meinen-top.wagen/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272538328.html",, ,
,Toyota Avensis Sedan 1.6 SD,5 900 € (TTC),4.1,+45 52 28 28 00,"https://www.automobile.fr/Voiture/Toyota-Avensis-Sedan-1.6-SD/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272538329.html",,Tomsagervej 13 DK-8230 Aabyhoj Danemark,
,Nissan Qashqai 1.2 DIG-T N-Connecta Panorama-NAVI,21 685 € (TTC),4.3,+49 (0)4101 472800,"https://www.automobile.fr/Voiture/Nissan-Qashqai-1.2-DIG-T-N-Connecta-Panorama/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272538331.html",,Stawedder 30 DE-25469 Halstenbek Allemagne,
,Toyota Yaris 1.4 D-4D Sol 2 Hand Klima Servo ZV el. FH,1 999 € (TTC),4.5,+49 (0)7955 514983138,"https://www.automobile.fr/Voiture/Toyota-Yaris-1.4-D-4D-Sol-2-Hand-Klima-Servo/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/267710380.html",,Goldäckerstraße 3 DE-74585 Rot am See Allemagne,
,Volkswagen Passat 1.8 5V Turbo *Tausche Oder Verkaufe*,2 400 € (TTC),,+49 (0)1522 6759167,"https://www.automobile.fr/Voiture/Volkswagen-Passat-1.8-5V-Turbo-Tausche-Oder/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272538324.html",, ,
,Land Rover Range Rover Evoque Pure,23 800 € (TTC),4.7,+49 (0)89 7900491,"https://www.automobile.fr/Voiture/Land-Rover-Range-Rover-Evoque-Pure/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272538325.html",,Südliche Münchner Str. 66 DE-82031 Grünwald Allemagne,
,Kia Kia Carnival Ex 2006 Getriebeöl-leitung de...,600 € (TTC),,+49 (0)174 6091034,"https://www.automobile.fr/Voiture/Kia-Kia-Carnival-Ex-2006-Getriebe%C3%B6l-leitung/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272538326.html",, ,
,Opel Astra H Lim. Edition,2 980 € (TTC),4.3,+49 (0)176 83160926,"https://www.automobile.fr/Voiture/Opel-Astra-H-Lim.-Edition/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272538327.html",,Äußere Passauer Str 20 DE-94315 Straubing Allemagne,
,"Skoda Superb Combi Style 4x4 Panorama,AHK",18 190 € (TTC),4.7,+49 (0)9664 9539281,"https://www.automobile.fr/Voiture/Skoda-Superb-Combi-Style-4x4-Panorama,AHK/vhc:car,pgn:81,pgs:10,dmg:false/pg:vipcar/272068505.html",,Im Gewerbegebiet 16A DE-92256 Hahnbach Allemagne,
,Volkswagen Passat 1.8 5V Turbo *Tausche Oder Verkaufe*,2 400 € (TTC),,+49 (0)1522 6759167,"https://www.automobile.fr/Voiture/Volkswagen-Passat-1.8-5V-Turbo-Tausche-Oder/vhc:car,pgn:82,pgs:10,dmg:false/pg:vipcar/272538324.html",, ,
